id,price
100000,5776618.795950364
100001,5855027.051044022
100002,2361661.95355036
100003,4737118.64026217
100004,6931624.545579408
100005,5892898.16863104
100006,3522125.033363777
100007,4061908.596428588
100008,2976821.5806835964
100009,3651278.918472263
100010,7197670.57823633
100011,4451266.983592034
100012,7612427.908756459
100013,2481604.758963933
100014,6466674.1604915885
100015,5235119.496359376
100016,7339041.498093873
100017,2572277.79635531
100018,4426273.026223397
100019,7322171.508106657
100020,6505719.667623457
100021,4806519.777400733
100022,7032606.08619819
100023,12906128.95719649
100024,4816612.492372054
100025,2448648.089535807
100026,6843230.304447484
100027,7894090.754778108
100028,4199951.83563595
100029,5340009.235338757
100030,5134120.350491938
100031,6381644.404362738
100032,5162217.563523522
100033,6021463.526760703
100034,5183574.155831892
100035,3641406.7281579417
100036,3910350.460936825
100037,4440867.033040085
100038,7855552.335617686
100039,3993580.073660315
100040,11798961.11582036
100041,3699968.62232826
100042,4282364.706150141
100043,4836539.549967613
100044,5170289.706762991
100045,3320965.1995135415
100046,2531616.023645217
100047,4312042.718063037
100048,7034855.014110304
100049,3578811.7437644275
100050,1873749.443039144
100051,4022796.033008349
100052,8916596.12312613
100053,5115187.519327432
100054,2816396.967200942
100055,8657260.115984736
100056,6300251.876688394
100057,5562445.492911456
100058,7303772.083571632
100059,6408374.242957139
100060,5925564.6790326685
100061,11605499.50825404
100062,4154086.458216592
100063,2716907.55316729
100064,1659228.4506454482
100065,1930297.4354846086
100066,7689850.917782649
100067,6713215.977753481
100068,6484462.235316458
100069,3643544.688382704
100070,8225565.910597103
100071,6566905.05422949
100072,3752579.616991467
100073,6776378.739936309
100074,2744143.3111624885
100075,3218335.3333517583
100076,7807878.430409264
100077,2567878.813598378
100078,3245896.665796204
100079,2659631.170269478
100080,4064216.971000041
100081,3055441.425199461
100082,7951226.076606505
100083,9272265.638713565
100084,4792935.3346501505
100085,7446221.054835724
100086,5468629.293229071
100087,4403323.656204983
100088,6196507.6478538355
100089,4699854.455816607
100090,5026281.468619947
100091,6105646.335367871
100092,3975906.9642691873
100093,6946902.224809289
100094,8918994.37960642
100095,5071043.775419111
100096,7389157.55672732
100097,6013540.361799359
100098,6475568.972843162
100099,9038994.307393331
100100,5252292.558256658
100101,3131157.617302196
100102,7262153.335340295
100103,5303581.2809317
100104,8423724.327349164
100105,1772589.3034333978
100106,5631705.703878356
100107,6954295.493523414
100108,8939141.471829098
100109,3070087.8072697185
100110,3678574.4069322078
100111,4671652.393627681
100112,3239801.6755339727
100113,1953267.89647792
100114,6313749.831944933
100115,2054786.618111929
100116,3092818.580761317
100117,6135601.788927855
100118,3667477.8639280517
100119,11506618.456136618
100120,3877502.092966038
100121,2206415.2313117757
100122,26111958.72270238
100123,2076681.260582598
100124,8495237.946425848
100125,4917854.738631433
100126,9523448.28953933
100127,4565602.702945985
100128,4378020.172433803
100129,1569186.5637772847
100130,7241516.094163902
100131,6827635.644099029
100132,12406555.366546229
100133,5533181.533958022
100134,5194146.324543126
100135,4960087.606685554
100136,6282732.769328877
100137,3538881.790235878
100138,2748337.146607158
100139,3618393.5912613617
100140,8377389.095331151
100141,15837127.311704013
100142,3295739.6833661045
100143,6111884.009555723
100144,3630409.50868564
100145,2901991.0982915726
100146,4236897.762711083
100147,4619331.703579051
100148,5830707.140621164
100149,5712903.542257511
100150,4927455.091165403
100151,5435560.722995101
100152,1730704.1315058484
100153,5286391.516266103
100154,2733156.671091134
100155,3237085.251237146
100156,6341799.274819423
100157,6974759.336765945
100158,6202117.967711609
100159,7375500.829553084
100160,6099250.431031903
100161,6854669.938266182
100162,2168934.191005268
100163,21929422.877167664
100164,12534531.419994537
100165,6798051.787809803
100166,5922492.565082412
100167,6399129.489124196
100168,4424081.584919218
100169,5465219.083373039
100170,2070223.1487756441
100171,2207953.5007798388
100172,3488598.1466306793
100173,3391952.4744948926
100174,5014902.992592301
100175,4942848.68419052
100176,1989459.1064547487
100177,16364217.00300945
100178,7047314.075314922
100179,4191016.959104333
100180,3968777.0508214096
100181,4746187.759530062
100182,4783207.409681778
100183,2719074.1291056443
100184,4832403.1764740385
100185,5930664.010153259
100186,3392085.6987559935
100187,3756499.1822208194
100188,1796970.369731904
100189,5177986.777029136
100190,17792067.331825115
100191,3833171.6437164745
100192,5759079.134148537
100193,8779226.947616855
100194,3712708.7889862685
100195,1971446.6539411289
100196,6231891.636840649
100197,6177863.229577189
100198,3710210.4783523893
100199,2882416.420671412
100200,2256548.904996218
100201,4624760.691178009
100202,4627240.285979056
100203,5347128.269426406
100204,5419587.126141326
100205,5478279.8465993125
100206,24502541.75641163
100207,6092064.968350748
100208,4048062.1383093586
100209,3945753.407767579
100210,5709294.80849084
100211,6747613.582598779
100212,2887809.8282569717
100213,7914596.67111288
100214,6123944.397037516
100215,2618416.8090500943
100216,4053067.2836514297
