id,price
100000,6394822.734829258
100001,5794157.090241626
100002,2388077.451149662
100003,5268682.454261351
100004,6725290.66312159
100005,5807609.127568963
100006,3714669.7866895213
100007,4028978.3288129447
100008,3053857.5088940375
100009,3781182.8089677463
100010,6955561.799788643
100011,4562126.7329233885
100012,7467760.971292671
100013,2385884.921338231
100014,6464706.6216895245
100015,5257055.468846645
100016,7179584.235098021
100017,2586565.8199661877
100018,4584241.606990205
100019,7331913.835087651
100020,6394056.384553215
100021,4473452.59625276
100022,6851436.5464287
100023,13403697.004988015
100024,4682617.887780265
100025,2515623.098256336
100026,6790692.076300938
100027,7801782.026147506
100028,4127323.0888249073
100029,5320166.917303502
100030,4747459.271521363
100031,6482559.550676035
100032,4556970.067344901
100033,5869681.501609913
100034,5166384.91420109
100035,4022807.4262545183
100036,3913392.295633573
100037,4484966.424783482
100038,7857061.557384378
100039,4058644.7393430136
100040,11600394.009399695
100041,3970516.32388198
100042,4836707.996091694
100043,4835388.844195401
100044,4861791.678592297
100045,3362489.312419193
100046,2442406.293844017
100047,4295967.976443489
100048,6867524.500125717
100049,3557555.7603253364
100050,1855674.0663831662
100051,3849223.8304939475
100052,8737537.996941226
100053,5147668.910287332
100054,2817644.9250451988
100055,8398379.364030905
100056,6499963.765849995
100057,5240225.66771815
100058,7905076.233859213
100059,6710527.607337918
100060,6079005.573348732
100061,11822744.12343173
100062,5215112.674781797
100063,2559951.962873677
100064,1646659.035997299
100065,1550472.943837801
100066,7658700.447059125
100067,6792095.144604064
100068,6643351.794479908
100069,3785200.2423342154
100070,8576143.334794348
100071,6527388.498987747
100072,4916962.089632674
100073,6614826.404354477
100074,2753581.2433059923
100075,3303807.0390005857
100076,6514525.100181431
100077,2611778.2963544093
100078,3268292.67635593
100079,2471055.824536054
100080,4072712.550735848
100081,3308670.84208216
100082,6689068.836859811
100083,9898278.401299853
100084,4848750.78582438
100085,6518124.921204625
100086,5831955.144223112
100087,4430821.957672298
100088,5728550.598837802
100089,4551684.02853821
100090,5099344.108738013
100091,5168700.98970774
100092,4731632.508245418
100093,6776513.389381149
100094,8794328.702051423
100095,4770808.963858774
100096,7640681.536472288
100097,5832593.22508921
100098,5736163.057678031
100099,8724957.680848435
100100,4760652.21295884
100101,2712920.8621609895
100102,7269471.04398896
100103,5367552.169311103
100104,8331751.719764067
100105,1829937.418254551
100106,5447439.196343544
100107,6541426.142090612
100108,8933963.909711113
100109,3074973.2766574407
100110,3393764.595717117
100111,4530596.6741877645
100112,3272161.84211062
100113,1846910.3904032828
100114,6405942.298598841
100115,2124531.1084771124
100116,3380014.9621915016
100117,6115079.980648808
100118,3740287.1487660953
100119,11559959.98411965
100120,3638407.6040819148
100121,2214062.937828679
100122,27173707.364627406
100123,2025032.8568524546
100124,8749984.99413809
100125,4928165.722849284
100126,9548732.96453821
100127,4514559.330236726
100128,4147399.4207440936
100129,1598737.4717843016
100130,7122745.076102762
100131,6733687.798367142
100132,13069149.573361397
100133,5744117.747085378
100134,5304322.297232925
100135,5009827.344637728
100136,5692559.655617395
100137,3650088.744026318
100138,2672402.1814069194
100139,3543220.0363413384
100140,8581739.572949205
100141,16045644.62860012
100142,3246458.555110215
100143,6106383.911395559
100144,3607021.5176206324
100145,2985119.067104886
100146,4182232.390937468
100147,4871800.641132647
100148,6488521.481601326
100149,5795266.8474382255
100150,4558238.535472794
100151,5122426.026239839
100152,1781946.2413981557
100153,5056903.02747239
100154,2843163.280902824
100155,3308427.8418699363
100156,6353832.523489082
100157,6768522.293277984
100158,5937828.843953378
100159,7503648.020210562
100160,5951735.1022191895
100161,6658624.492700277
100162,2288469.4454073547
100163,21586112.00299106
100164,12298120.445105076
100165,6794250.255036723
100166,5844370.043468289
100167,6435540.286293665
100168,4359282.958028129
100169,5461109.244964254
100170,2378078.1551894327
100171,2394262.8406703966
100172,3361711.357393603
100173,3414296.2634952003
100174,4688418.190813036
100175,4989957.554192279
100176,1984694.840827108
100177,16203435.667064384
100178,7121832.18484547
100179,3867644.423457805
100180,4195755.498747281
100181,4480427.661887177
100182,4941948.8243067395
100183,2812315.4675197573
100184,4934301.6852799915
100185,5909077.8223153595
100186,3408509.019450185
100187,3692085.238798244
100188,1913562.7285729148
100189,5425732.677282769
100190,20786120.757831804
100191,3794852.279999283
100192,6336505.057646158
100193,9420061.186500363
100194,4477328.672124096
100195,1795426.4238268584
100196,6964189.375259288
100197,5975435.51511429
100198,3487872.338290498
100199,2883219.44743229
100200,2350400.4873052905
100201,4540809.859838731
100202,3773109.2287670677
100203,5179854.530812044
100204,5487108.6839840235
100205,5731786.553867546
100206,25742878.150985684
100207,6001564.558145165
100208,3957328.2788029704
100209,3923892.325134862
100210,5883392.94920413
100211,6838246.476367105
100212,3227203.548277086
100213,7596757.800512119
100214,6860759.631397753
100215,2516849.279459405
100216,4117112.1314160237
100217,4280251.06959535
100218,3586275.9223062475
100219,3120922.2444119863
100220,5567343.346088981
100221,4982628.794431144
100222,3981786.661790035
100223,5457171.20765
100224,5330635.201354247
100225,2693006.2845894946
100226,4445129.722228225
100227,4631783.85091706
100228,3326167.7927441066
100229,3050522.0069622747
100230,14596012.207512598
100231,5249536.20262552
100232,12083953.406790253
100233,3169653.6785502555
100234,5215429.96038805
100235,4589459.147940738
100236,6210889.198170936
100237,4540936.162257703
100238,4472812.813572173
100239,5299285.270918129
100240,5850666.215845913
100241,4246580.338338848
100242,2979424.8412263477
100243,2936273.476834613
100244,8403901.328891784
100245,4403554.317008095
100246,1442903.748481418
100247,9219794.893727055
100248,5511227.046175042
100249,4474025.577201944
100250,9168398.322051639
100251,12676999.923367005
100252,2387198.0957364226
100253,5421946.009190902
100254,3272132.2954758024
100255,2660862.462594979
100256,6597152.806083748
100257,3626318.9656858346
100258,14301759.294986743
100259,5676511.914447091
100260,5114213.3281644
100261,6010452.668679801
100262,4487978.998318269
100263,10740031.625608496
100264,4978141.147379612
100265,7308014.339778876
100266,6336588.37516197
100267,6101575.836430427
100268,3355154.7433632454
100269,12457960.285364818
100270,1810353.2293320033
100271,13162389.344113704
100272,5045841.553422472
100273,3811235.8954286054
100274,6663819.065203219
100275,2512996.9186852523
100276,4735850.425526705
100277,3968383.7717014374
100278,5555501.096237992
100279,3012224.928340514
100280,6350461.891033029
100281,9495670.223047877
100282,2586097.1042977013
100283,5227006.999540277
100284,6176804.623949424
100285,5785413.788697693
100286,3712008.8874630127
100287,8559992.530299088
100288,4706799.5370875485
100289,23644475.317282584
100290,3583381.988535513
100291,3393786.747634394
100292,5062172.58777116
100293,2916833.2438770053
100294,5112715.502537226
100295,4964611.735108782
100296,7493445.049927665
100297,3139118.8661871003
100298,2541194.601146493
100299,5193865.944540905
100300,5930693.513482792
100301,6229285.26915551
100302,3862288.0696529406
100303,3945123.7579359775
100304,4771368.164780956
100305,3404173.369789549
100306,3810290.510294605
100307,3443327.0010696263
100308,5303464.908274654
100309,5276512.795246956
100310,12747229.765824053
100311,4631618.470943451
100312,3690251.6133941
100313,4872768.863733186
100314,7351293.598976888
100315,1789844.753997536
100316,7961839.854428513
100317,4123062.444080991
100318,2884362.525261752
100319,6663311.1070974115
100320,3453132.0879237093
100321,8300503.651440529
100322,4024632.2872532886
100323,8203145.576018086
100324,2616016.131434264
100325,3518849.925957584
100326,5664465.67879696
100327,6228271.709827967
100328,3995452.580524626
100329,3994704.0786401737
100330,5720143.412015769
100331,3624869.5143854325
100332,2347023.811371822
100333,4910886.235941219
100334,7113595.271453353
100335,4345251.342636529
100336,7554796.058969723
100337,11214590.126115773
100338,9372556.003875485
100339,14201294.683806164
100340,9690583.974466752
100341,5216458.817853393
100342,4848172.915810078
100343,21757310.670945697
100344,6284196.60819312
100345,4731351.849284953
100346,1613002.9339248394
100347,4987792.038147892
100348,5213537.728106111
100349,5392479.04237348
100350,4786860.060410168
100351,4323033.410706055
100352,6898033.927703219
100353,7375729.3511593845
100354,3469305.728386198
100355,6350111.572354816
100356,4516505.388609471
100357,6425844.383957809
100358,4451495.714419526
100359,3907074.6338019576
100360,5718537.039908931
100361,1929404.103897179
100362,6216436.987724159
100363,5344284.709846979
100364,3048248.7953434885
100365,3116954.6631693467
100366,4863224.25363244
100367,5968045.399841501
100368,7396612.425050691
100369,4301216.07204002
100370,6057565.323180489
100371,8599305.155458044
100372,2334056.60979887
100373,3709159.240786004
100374,5779770.401232104
100375,4814875.819813399
100376,5490573.046039097
100377,4442901.437115727
100378,5357370.260230957
100379,4488211.105195165
100380,6012497.7959916275
100381,5940006.1811705455
100382,5878496.870327974
100383,4676098.921838611
100384,6744218.477585116
100385,9593196.831045512
100386,2915476.529740184
100387,4907485.375652795
100388,1486546.1420043209
100389,4634834.7867608005
100390,3153293.103190053
100391,5307145.190890955
100392,5221936.763525112
100393,4676113.923099119
100394,3309522.5568932462
100395,5449062.604982793
100396,4861982.292029308
100397,4899079.938223138
100398,5975539.322502943
100399,6061694.430843268
100400,4831662.609531301
100401,3351186.514929387
100402,6307890.7014988465
100403,4018652.7569202026
100404,5049157.80506632
100405,2890881.142772928
100406,2756155.4715208774
100407,5048269.024365952
100408,9179733.765777197
100409,5380022.602717817
100410,2734659.273540441
100411,7232350.531103214
100412,2686407.415385636
100413,3069409.811548246
100414,2477625.131079963
100415,3866573.2754075117
100416,9774219.931828659
100417,6298713.40035679
100418,7055192.20114143
100419,8784931.633644514
100420,2172120.6953500374
100421,1781616.1801849818
100422,3841036.6635960303
100423,3168522.8551469035
100424,3767919.065381662
100425,5274095.422933659
100426,5921760.841118749
100427,4614274.460736685
100428,15672779.71734893
100429,4457719.215827569
100430,4711866.501169807
100431,5331766.754769683
100432,3773857.5200975053
100433,3240591.3894317234
100434,4455167.484276617
